1529|13|1|1|3|13|13|13|13|13|13|27|28|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|RxxxxxxxxxxxxxxxxxxxxxxxxxJxxxxxxxxxxxxxxxxxxxxxxxxD|IxxxxxxxxxxxxxxxxxxxxxxxxxRxxxxxxxxxxxxxxxxxxxxxxxxO
10039|14|0|2|4|14|14|14|14|14|14|29|30|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|BxxxxxxxxxxxxxxxxxxxxxxxxxQxxxxxxxxxxxxxxxxxxxxxxxxB|KxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxS
3999|15|1|3|5|15|15|15|15|15|15|31|32|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|JxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxJ|VxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxM
3133|16|0|0|6|16|16|16|16|16|16|33|34|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|ExxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxH|JxxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxA
3913|17|1|1|7|17|17|17|17|17|17|35|36|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|HxxxxxxxxxxxxxxxxxxxxxxxxxSxxxxxxxxxxxxxxxxxxxxxxxxI|GxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxF
1495|18|0|2|8|18|18|18|18|18|18|37|38|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|ExxxxxxxxxxxxxxxxxxxxxxxxxIxxxxxxxxxxxxxxxxxxxxxxxxD|QxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxC
8338|19|1|3|9|19|19|19|19|19|19|39|40|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|BxxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxS|GxxxxxxxxxxxxxxxxxxxxxxxxxExxxxxxxxxxxxxxxxxxxxxxxxS
4946|20|0|0|0|0|20|20|20|20|20|41|42|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|LxxxxxxxxxxxxxxxxxxxxxxxxxExxxxxxxxxxxxxxxxxxxxxxxxL|SxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxV
2047|21|1|1|1|1|21|21|21|21|21|43|44|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|KxxxxxxxxxxxxxxxxxxxxxxxxxNxxxxxxxxxxxxxxxxxxxxxxxxE|SxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxV
8872|22|0|2|2|2|22|22|22|22|22|45|46|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|KxxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxV|QxxxxxxxxxxxxxxxxxxxxxxxxxLxxxxxxxxxxxxxxxxxxxxxxxxH
7307|23|1|3|3|3|23|23|23|23|23|47|48|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|VxxxxxxxxxxxxxxxxxxxxxxxxxLxxxxxxxxxxxxxxxxxxxxxxxxQ|LxxxxxxxxxxxxxxxxxxxxxxxxxIxxxxxxxxxxxxxxxxxxxxxxxxD
5205|24|0|0|4|4|24|24|24|24|24|49|50|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|SxxxxxxxxxxxxxxxxxxxxxxxxxQxxxxxxxxxxxxxxxxxxxxxxxxL|DxxxxxxxxxxxxxxxxxxxxxxxxxJxxxxxxxxxxxxxxxxxxxxxxxxA
4765|25|1|1|5|5|25|25|25|25|25|51|52|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|TxxxxxxxxxxxxxxxxxxxxxxxxxQxxxxxxxxxxxxxxxxxxxxxxxxK|PxxxxxxxxxxxxxxxxxxxxxxxxxRxxxxxxxxxxxxxxxxxxxxxxxxG
3064|26|0|2|6|6|26|26|26|26|26|53|54|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|TxxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxG|PxxxxxxxxxxxxxxxxxxxxxxxxxExxxxxxxxxxxxxxxxxxxxxxxxB
7828|27|1|3|7|7|27|27|27|27|27|55|56|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|QxxxxxxxxxxxxxxxxxxxxxxxxxPxxxxxxxxxxxxxxxxxxxxxxxxR|TxxxxxxxxxxxxxxxxxxxxxxxxxLxxxxxxxxxxxxxxxxxxxxxxxxC
2137|28|0|0|8|8|28|28|28|28|28|57|58|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|QxxxxxxxxxxxxxxxxxxxxxxxxxRxxxxxxxxxxxxxxxxxxxxxxxxE|BxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxF
1315|29|1|1|9|9|29|29|29|29|29|59|60|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|NxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxC|RxxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxV
8620|30|0|2|0|10|30|30|30|30|30|61|62|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|KxxxxxxxxxxxxxxxxxxxxxxxxxLxxxxxxxxxxxxxxxxxxxxxxxxT|MxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxK
3534|31|1|3|1|11|31|31|31|31|31|63|64|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|GxxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxxI|MxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxA
9527|32|0|0|2|12|32|32|32|32|32|65|66|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|OxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxA|GxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxK
8096|33|1|1|3|13|33|33|33|33|33|67|68|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|LxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxS|MxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxN
5330|34|0|2|4|14|34|34|34|34|34|69|70|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|RxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxM|OxxxxxxxxxxxxxxxxxxxxxxxxxRxxxxxxxxxxxxxxxxxxxxxxxxB
7995|35|1|3|5|15|35|35|35|35|35|71|72|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|PxxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxS|LxxxxxxxxxxxxxxxxxxxxxxxxxSxxxxxxxxxxxxxxxxxxxxxxxxA
3127|36|0|0|6|16|36|36|36|36|36|73|74|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|TxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxH|DxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxJ
4454|37|1|1|7|17|37|37|37|37|37|75|76|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|CxxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxK|OxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxE
6118|38|0|2|8|18|38|38|38|38|38|77|78|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|HxxxxxxxxxxxxxxxxxxxxxxxxxSxxxxxxxxxxxxxxxxxxxxxxxxN|KxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxG
7007|39|1|3|9|19|39|39|39|39|39|79|80|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|OxxxxxxxxxxxxxxxxxxxxxxxxxSxxxxxxxxxxxxxxxxxxxxxxxxP|LxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxC
2404|40|0|0|0|0|40|40|40|40|40|81|82|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|KxxxxxxxxxxxxxxxxxxxxxxxxxJxxxxxxxxxxxxxxxxxxxxxxxxF|IxxxxxxxxxxxxxxxxxxxxxxxxxDxxxxxxxxxxxxxxxxxxxxxxxxI
9440|41|1|1|1|1|41|41|41|41|41|83|84|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|LxxxxxxxxxxxxxxxxxxxxxxxxxIxxxxxxxxxxxxxxxxxxxxxxxxA|ExxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxT
437|42|0|2|2|2|42|42|42|42|42|85|86|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|RxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxA|JxxxxxxxxxxxxxxxxxxxxxxxxxNxxxxxxxxxxxxxxxxxxxxxxxxE
9975|43|1|3|3|3|43|43|43|43|43|87|88|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|AxxxxxxxxxxxxxxxxxxxxxxxxxNxxxxxxxxxxxxxxxxxxxxxxxxB|DxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxA
6436|44|0|0|4|4|44|44|44|44|44|89|90|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|KxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxO|NxxxxxxxxxxxxxxxxxxxxxxxxxIxxxxxxxxxxxxxxxxxxxxxxxxD
1906|45|1|1|5|5|45|45|45|45|45|91|92|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|QxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxE|JxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxB
3201|46|0|2|6|6|46|46|46|46|46|93|94|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|JxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxH|BxxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxG
7886|47|1|3|7|7|47|47|47|47|47|95|96|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|LxxxxxxxxxxxxxxxxxxxxxxxxxSxxxxxxxxxxxxxxxxxxxxxxxxR|ExxxxxxxxxxxxxxxxxxxxxxxxxSxxxxxxxxxxxxxxxxxxxxxxxxH
373|48|0|0|8|8|48|48|48|48|48|97|98|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|QxxxxxxxxxxxxxxxxxxxxxxxxxRxxxxxxxxxxxxxxxxxxxxxxxxA|HxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxV
10216|49|1|1|9|9|49|49|49|49|49|99|100|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|KxxxxxxxxxxxxxxxxxxxxxxxxxDxxxxxxxxxxxxxxxxxxxxxxxxC|MxxxxxxxxxxxxxxxxxxxxxxxxxQxxxxxxxxxxxxxxxxxxxxxxxxD
1149|50|0|2|0|10|50|50|50|50|50|1|2|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|PxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxC|HxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxI
4955|51|1|3|1|11|51|51|51|51|51|3|4|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|VxxxxxxxxxxxxxxxxxxxxxxxxxExxxxxxxxxxxxxxxxxxxxxxxxL|NxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxN
2966|52|0|0|2|12|52|52|52|52|52|5|6|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|FxxxxxxxxxxxxxxxxxxxxxxxxxPxxxxxxxxxxxxxxxxxxxxxxxxG|PxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxC
647|53|1|1|3|13|53|53|53|53|53|7|8|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|RxxxxxxxxxxxxxxxxxxxxxxxxxJxxxxxxxxxxxxxxxxxxxxxxxxB|QxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxB
6445|54|0|2|4|14|54|54|54|54|54|9|10|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|TxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxO|JxxxxxxxxxxxxxxxxxxxxxxxxxJxxxxxxxxxxxxxxxxxxxxxxxxH
5906|55|1|3|5|15|55|55|55|55|55|11|12|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|FxxxxxxxxxxxxxxxxxxxxxxxxxIxxxxxxxxxxxxxxxxxxxxxxxxN|LxxxxxxxxxxxxxxxxxxxxxxxxxLxxxxxxxxxxxxxxxxxxxxxxxxR
3350|56|0|0|6|16|56|56|56|56|56|13|14|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|LxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxH|IxxxxxxxxxxxxxxxxxxxxxxxxxDxxxxxxxxxxxxxxxxxxxxxxxxC
2666|57|1|1|7|17|57|57|57|57|57|15|16|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|VxxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxxG|LxxxxxxxxxxxxxxxxxxxxxxxxxQxxxxxxxxxxxxxxxxxxxxxxxxM
1929|58|0|2|8|18|58|58|58|58|58|17|18|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|SxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxE|FxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxB
2879|59|1|3|9|19|59|59|59|59|59|19|20|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|CxxxxxxxxxxxxxxxxxxxxxxxxxLxxxxxxxxxxxxxxxxxxxxxxxxG|GxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxA
6757|60|0|0|0|0|60|60|60|60|60|21|22|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|QxxxxxxxxxxxxxxxxxxxxxxxxxGxxxxxxxxxxxxxxxxxxxxxxxxP|JxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxA
5887|61|1|1|1|1|61|61|61|61|61|23|24|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|HxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxN|SxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxO
2527|62|0|2|2|2|62|62|62|62|62|25|26|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|HxxxxxxxxxxxxxxxxxxxxxxxxxPxxxxxxxxxxxxxxxxxxxxxxxxF|QxxxxxxxxxxxxxxxxxxxxxxxxxTxxxxxxxxxxxxxxxxxxxxxxxxV
7551|63|1|3|3|3|63|63|63|63|63|27|28|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|MxxxxxxxxxxxxxxxxxxxxxxxxxCxxxxxxxxxxxxxxxxxxxxxxxxR|AxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxC
751|64|0|0|4|4|64|64|64|64|64|29|30|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|QxxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxxB|AxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxV
2222|65|1|1|5|5|65|65|65|65|65|31|32|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|RxxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxxF|OxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxI
5808|66|0|2|6|6|66|66|66|66|66|33|34|OxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxO|MxxxxxxxxxxxxxxxxxxxxxxxxxDxxxxxxxxxxxxxxxxxxxxxxxxN|CxxxxxxxxxxxxxxxxxxxxxxxxxRxxxxxxxxxxxxxxxxxxxxxxxxB
5927|67|1|3|7|7|67|67|67|67|67|35|36|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|FxxxxxxxxxxxxxxxxxxxxxxxxxJxxxxxxxxxxxxxxxxxxxxxxxxN|KxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxB
5117|68|0|0|8|8|68|68|68|68|68|37|38|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|OxxxxxxxxxxxxxxxxxxxxxxxxxMxxxxxxxxxxxxxxxxxxxxxxxxL|KxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxO
1329|69|1|1|9|9|69|69|69|69|69|39|40|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|GxxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxxD|DxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxA
5517|70|0|2|0|10|70|70|70|70|70|41|42|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|PxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxM|RxxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxxF
3682|71|1|3|1|11|71|71|71|71|71|43|44|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|HxxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxxI|PxxxxxxxxxxxxxxxxxxxxxxxxxPxxxxxxxxxxxxxxxxxxxxxxxxQ
9374|72|0|0|2|12|72|72|72|72|72|45|46|AxxxxxxxxxxxxxxxxxxxxxxxxAxxxxxxxxxxxxxxxxxxxxxxxA|IxxxxxxxxxxxxxxxxxxxxxxxxxFxxxxxxxxxxxxxxxxxxxxxxxxA|GxxxxxxxxxxxxxxxxxxxxxxxxxKxxxxxxxxxxxxxxxxxxxxxxxxP
6642|73|1|1|3|13|73|73|73|73|73|47|48|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|GxxxxxxxxxxxxxxxxxxxxxxxxxBxxxxxxxxxxxxxxxxxxxxxxxxP|NxxxxxxxxxxxxxxxxxxxxxxxxxExxxxxxxxxxxxxxxxxxxxxxxxA
770|74|0|2|4|14|74|74|74|74|74|49|50|VxxxxxxxxxxxxxxxxxxxxxxxxVxxxxxxxxxxxxxxxxxxxxxxxA|OxxxxxxxxxxxxxxxxxxxxxxxxxPxxxxxxxxxxxxxxxxxxxxxxxxB|FxxxxxxxxxxxxxxxxxxxxxxxxxExxxxxxxxxxxxxxxxxxxxxxxxG
1052|75|1|3|5|15|75|75|75|75|75|51|52|HxxxxxxxxxxxxxxxxxxxxxxxxHxxxxxxxxxxxxxxxxxxxxxxxH|CxxxxxxxxxxxxxxxxxxxxxxxxxIxxxxxxxxxxxxxxxxxxxxxxxxC|RxxxxxxxxxxxxxxxxxxxxxxxxxOxxxxxxxxxxxxxxxxxxxxxxxxJ
